key,Code,Faction,Class,KB,D,HK,DD,HD,Honor,Rol,Win
1538,BG20,Alliance,Priest,1,3,4,13538,3520,720,dps,1.0
1539,BG20,Alliance,Priest,0,2,16,3286,75885,533,heal,1.0
1540,BG20,Horde,Druid,2,1,21,38719,21763,222,dps,0.0
1541,BG20,Alliance,Monk,1,2,15,37484,20293,759,dps,1.0
1542,BG20,Alliance,Mage,0,5,13,27179,12156,523,dps,1.0
1543,BG20,Horde,Death Knight,5,3,15,47421,20308,208,dps,0.0
1544,BG20,Horde,Death Knight,8,2,26,117000,16546,231,dps,0.0
1545,BG20,Horde,Rogue,0,2,23,34046,23907,227,dps,0.0
1546,WG19,Alliance,Shaman,1,8,18,23832,3299,251,dps,0.0
1547,WG19,Horde,Warrior,10,2,58,49147,4812,435,dps,1.0
1548,WG19,Horde,Death Knight,8,2,59,72011,31079,437,dps,1.0
1549,WG19,Alliance,Warrior,2,7,16,51305,9969,243,dps,0.0
1550,WG19,Horde,Demon Hunter,6,4,61,99829,11649,441,dps,1.0
1551,WG19,Alliance,Warrior,0,0,1,4518,286,131,dps,0.0
1552,WG19,Alliance,Warrior,3,8,20,68925,16263,257,dps,0.0
1553,WG19,Horde,Paladin,12,2,61,103000,38653,591,dps,1.0
1554,WG19,Horde,Demon Hunter,1,3,55,64733,8266,429,dps,1.0
1555,WG19,Horde,Shaman,1,2,59,13751,116000,437,heal,1.0
1556,WG19,Alliance,Monk,0,6,17,1562,111000,245,heal,0.0
1557,WG19,Alliance,Mage,0,8,13,42564,31270,240,dps,0.0
1558,WG19,Alliance,Druid,3,6,16,67213,18236,243,dps,0.0
1559,WG19,Horde,Death Knight,6,2,59,71140,11555,437,dps,1.0
1560,WG19,Alliance,Mage,7,3,21,54032,19697,261,dps,0.0
1561,WG19,Horde,Hunter,11,3,55,87636,8537,429,dps,1.0
1562,WG19,Alliance,Warrior,1,5,14,57523,16802,222,dps,0.0
1563,WG19,Alliance,Warlock,3,9,18,68136,36597,252,dps,0.0
1564,WG19,Horde,Hunter,2,1,59,55810,3470,437,dps,1.0
1565,WG19,Horde,Paladin,0,0,63,10094,90734,445,heal,1.0
1566,WG20,Alliance,Druid,2,4,17,40406,7704,300,dps,1.0
1567,WG20,Horde,Warlock,4,1,31,41933,11671,190,dps,0.0
1568,WG20,Alliance,Hunter,3,2,23,70607,17802,550,dps,1.0
1569,WG20,Alliance,Priest,0,4,18,1875,72206,528,heal,1.0
1570,WG20,Alliance,Priest,1,2,22,18626,132000,539,heal,1.0
1571,WG20,Horde,Warlock,9,2,42,101000,26322,230,dps,0.0
1572,WG20,Horde,Shaman,0,2,36,5964,85374,210,heal,0.0
1573,WG20,Horde,Hunter,7,4,41,87912,660,228,dps,0.0
1574,WG20,Horde,Death Knight,6,1,36,81925,25180,210,dps,0.0
1575,WG20,Horde,Warrior,11,5,39,78293,21037,222,dps,0.0
1576,WG20,Horde,Shaman,0,1,42,28514,117000,231,heal,0.0
1577,WG20,Alliance,Hunter,1,6,19,79143,11405,533,dps,1.0
1578,WG20,Alliance,Rogue,1,5,21,42030,10436,541,dps,1.0
1579,WG20,Horde,Mage,4,3,32,59822,18359,124,dps,0.0
1580,WG20,Alliance,Warrior,7,7,19,32447,8385,530,dps,1.0
1581,WG20,Horde,Rogue,4,3,39,28167,10817,226,dps,0.0
1582,WG20,Alliance,Warrior,2,5,17,41131,8204,530,dps,1.0
1583,WG20,Horde,Hunter,4,3,31,59075,4520,200,dps,0.0
1584,WG20,Alliance,Paladin,5,6,21,77817,30302,541,dps,1.0
1585,WG20,Alliance,Rogue,3,9,17,61062,10867,522,dps,1.0
1586,ES4,Horde,Priest,2,0,56,35540,67347,549,heal,1.0
1587,ES4,Alliance,Demon Hunter,5,1,13,27259,4234,249,dps,0.0
1588,ES4,Alliance,Hunter,2,0,15,48582,5392,296,dps,0.0
1589,ES4,Horde,Priest,1,0,56,1674,106000,542,heal,1.0
1590,ES4,Horde,Warrior,1,2,36,9826,4626,534,dps,1.0
1591,ES4,Alliance,Rogue,2,4,8,27857,9137,288,dps,0.0
1592,ES4,Horde,Druid,9,2,53,85242,1848,558,dps,1.0
1593,ES4,Alliance,Monk,0,5,12,17784,59506,291,heal,0.0
1594,ES4,Horde,Demon Hunter,1,1,4,8937,2359,374,dps,1.0
1595,ES4,Alliance,Priest,1,0,17,25951,141000,301,heal,0.0
1596,ES4,Alliance,Rogue,3,4,11,46547,5329,297,dps,0.0
1597,ES4,Alliance,Warrior,2,9,10,56473,2510,298,dps,0.0
1598,ES4,Horde,Shaman,5,3,44,45863,21908,557,dps,1.0
1599,ES4,Horde,Shaman,3,1,54,10794,46407,548,heal,1.0
1600,ES4,Alliance,Paladin,1,2,16,17147,13681,313,dps,0.0
1601,ES4,Alliance,Paladin,0,8,12,26178,16534,292,dps,0.0
1602,ES4,Alliance,Paladin,0,5,15,30744,10957,300,dps,0.0
1603,ES4,Horde,Rogue,0,1,39,25085,3507,524,dps,1.0
1604,ES4,Horde,Death Knight,5,2,47,54951,10846,537,dps,1.0
1605,ES4,Alliance,Druid,0,3,8,2490,44501,285,heal,0.0
1606,ES4,Horde,Mage,5,1,55,70075,8733,691,dps,1.0
1607,ES4,Horde,Hunter,0,5,28,7213,2449,525,dps,1.0
1608,ES4,Horde,Hunter,3,1,46,39941,5455,535,dps,1.0
1609,ES4,Horde,Druid,5,0,53,54495,9757,544,dps,1.0
1610,ES4,Alliance,Druid,0,2,12,0,68020,288,heal,0.0
1611,ES4,Horde,Warrior,14,0,53,91140,8135,688,dps,1.0
1612,ES4,Alliance,Demon Hunter,1,5,15,29305,7317,302,dps,0.0
1613,ES4,Horde,Mage,3,2,43,53892,6475,686,dps,1.0
1614,ES4,Alliance,Demon Hunter,1,4,9,36178,4972,281,dps,0.0
1615,ES4,Alliance,Warrior,2,9,8,28963,7506,290,dps,0.0
1616,SM9,Alliance,Hunter,2,5,7,46895,11397,205,dps,0.0
1617,SM9,Horde,Hunter,2,1,42,38863,9133,378,dps,1.0
1618,SM9,Alliance,Demon Hunter,0,6,5,25538,6860,198,dps,0.0
1619,SM9,Alliance,Druid,0,3,8,1959,28827,207,heal,0.0
1620,SM9,Horde,Paladin,5,1,44,48458,12896,381,dps,1.0
1621,SM9,Horde,Monk,4,1,34,56851,18138,512,dps,1.0
1622,SM9,Horde,Shaman,0,2,40,12240,79175,523,heal,1.0
1623,SM9,Alliance,Warlock,1,4,10,50085,16963,212,dps,0.0
1624,SM9,Horde,Shaman,9,0,44,58348,2722,531,dps,1.0
1625,SM9,Horde,Rogue,3,2,41,31422,8496,525,dps,1.0
1626,SM9,Horde,Paladin,10,0,43,54106,7856,379,dps,1.0
1627,SM9,Alliance,Druid,0,0,2,5307,2574,161,dps,0.0
1628,SM9,Alliance,Rogue,1,3,10,27988,4721,216,dps,0.0
1629,SM9,Alliance,Paladin,2,6,6,58911,13210,204,dps,0.0
1630,SM9,Alliance,Monk,0,8,9,1892,49708,211,heal,0.0
1631,SM9,Horde,Warlock,7,1,42,46477,24408,527,dps,1.0
1632,SM9,Horde,Priest,1,1,45,15925,106000,534,heal,1.0
1633,SM9,Alliance,Mage,3,5,7,56131,27128,205,dps,0.0
1634,SM9,Horde,Demon Hunter,3,1,44,36959,8122,532,dps,1.0
1635,SM9,Alliance,Hunter,1,2,10,18723,151,216,dps,0.0
1636,SM10,Horde,Druid,2,2,43,19709,7992,381,dps,1.0
1637,SM10,Horde,Warlock,12,0,51,92666,17003,547,dps,1.0
1638,SM10,Alliance,Demon Hunter,0,4,14,43245,3612,284,dps,0.0
1639,SM10,Horde,Priest,10,1,49,83088,14028,542,dps,1.0
1640,SM10,Horde,Priest,0,0,51,2167,151000,547,heal,1.0
1641,SM10,Horde,Shaman,1,3,48,12784,77834,390,heal,1.0
1642,SM10,Horde,Demon Hunter,9,4,44,55059,13713,383,dps,1.0
1643,SM10,Horde,Demon Hunter,3,1,47,44713,14554,539,dps,1.0
1644,SM10,Alliance,Warrior,3,3,15,48150,12128,289,dps,0.0
1645,SM10,Alliance,Hunter,3,7,14,65217,6619,287,dps,0.0
1646,SM10,Alliance,Rogue,4,2,16,54559,7544,293,dps,0.0
1647,SM10,Alliance,Hunter,0,3,15,15342,5312,289,dps,0.0
1648,SM10,Alliance,Death Knight,1,7,13,74957,19339,283,dps,0.0
1649,SM10,Horde,Warlock,4,1,47,45590,32278,389,dps,1.0
1650,SM10,Alliance,Hunter,2,7,10,51846,10121,275,dps,0.0
1651,SM10,Alliance,Rogue,2,8,10,49315,4998,273,dps,0.0
1652,SM10,Alliance,Shaman,0,8,12,2218,70646,279,heal,0.0
1653,SM10,Alliance,Rogue,2,3,12,27831,2080,279,dps,0.0
1654,SM10,Horde,Warlock,4,4,42,33110,7823,380,dps,1.0
1655,SM10,Horde,Rogue,6,1,48,43390,8537,391,dps,1.0
1656,SM11,Alliance,Hunter,3,5,29,29020,8104,779,dps,1.0
1657,SM11,Alliance,Paladin,0,0,43,1138,135000,582,heal,1.0
1658,SM11,Horde,Druid,2,10,33,24278,11252,245,dps,0.0
1659,SM11,Horde,Warrior,5,7,35,68822,22706,250,dps,0.0
1660,SM11,Alliance,Death Knight,8,4,41,56494,17645,574,dps,1.0
1661,SM11,Alliance,Druid,7,4,40,79975,20534,795,dps,1.0
1662,SM11,Horde,Hunter,3,5,34,41539,4165,247,dps,0.0
1663,SM11,Horde,Mage,4,4,33,65383,11656,215,dps,0.0
1664,SM11,Alliance,Mage,5,5,41,66025,6585,798,dps,1.0
1665,SM11,Horde,Hunter,11,1,40,97757,12008,259,dps,0.0
1666,SM11,Alliance,Warlock,7,7,39,87053,43628,567,dps,1.0
1667,SM11,Horde,Shaman,0,8,30,13526,73232,239,heal,0.0
1668,SM11,Alliance,Mage,3,2,40,48697,10986,573,dps,1.0
1669,SM11,Alliance,Druid,0,3,41,28395,25367,800,dps,1.0
1670,SM11,Horde,Paladin,0,2,41,9906,132000,262,heal,0.0
1671,SM11,Horde,Warrior,14,1,41,129000,31297,262,dps,0.0
1672,SM11,Horde,Druid,0,3,38,18260,9555,255,dps,0.0
1673,SM11,Alliance,Shaman,8,6,42,61452,16292,801,dps,1.0
1674,SM11,Alliance,Death Knight,4,5,38,85475,21917,790,dps,1.0
1675,SM11,Horde,Warlock,2,1,36,27663,14704,251,dps,0.0
1676,SM12,Alliance,Warrior,4,6,10,51579,17744,232,dps,0.0
1677,SM12,Horde,Monk,0,1,48,477,76318,400,heal,1.0
1678,SM12,Horde,Death Knight,5,1,45,52488,12726,394,dps,1.0
1679,SM12,Alliance,Rogue,0,1,8,6928,2795,225,dps,0.0
1680,SM12,Horde,Warlock,6,2,35,54858,26844,374,dps,1.0
1681,SM12,Horde,Shaman,3,0,47,8134,67338,547,heal,1.0
1682,SM12,Horde,Warlock,5,1,44,71068,44859,541,dps,1.0
1683,SM12,Alliance,Hunter,0,4,7,13473,8639,223,dps,0.0
1684,SM12,Alliance,Monk,0,4,6,175,93718,218,heal,0.0
1685,SM12,Horde,Mage,10,1,47,72749,12622,547,dps,1.0
1686,SM12,Alliance,Demon Hunter,1,6,10,69847,8471,231,dps,0.0
1687,SM12,Alliance,Mage,1,7,9,25214,690,231,dps,0.0
1688,SM12,Alliance,Paladin,2,4,11,52739,13547,235,dps,0.0
1689,SM12,Alliance,Death Knight,2,4,9,41278,23386,230,dps,0.0
1690,SM12,Alliance,Hunter,1,9,8,39005,7851,229,dps,0.0
1691,SM12,Horde,Death Knight,5,0,51,31910,17027,556,dps,1.0
1692,SM12,Horde,Hunter,1,3,36,19026,3297,376,dps,1.0
1693,SM12,Horde,Druid,11,1,48,72494,11068,399,dps,1.0
1694,SM12,Horde,Hunter,5,2,46,42019,5480,545,dps,1.0
1695,SM12,Alliance,Hunter,1,6,7,21772,8279,222,dps,0.0
1696,TP7,Horde,Mage,3,3,24,25088,18318,516,dps,1.0
1697,TP7,Horde,Hunter,7,4,28,82278,13106,379,dps,1.0
1698,TP7,Horde,Mage,3,3,27,53144,21267,524,dps,1.0
1699,TP7,Alliance,Priest,0,2,25,11515,75784,364,heal,0.0
1700,TP7,Horde,Shaman,0,4,22,21656,104000,512,heal,1.0
1701,TP7,Horde,Warlock,6,4,28,37288,14833,387,dps,1.0
1702,TP7,Alliance,Warrior,7,5,30,51905,3915,385,dps,0.0
1703,TP7,Horde,Death Knight,9,3,26,85066,23570,370,dps,1.0
1704,TP7,Alliance,Paladin,5,3,22,49260,21276,352,dps,0.0
1705,TP7,Alliance,Hunter,2,2,10,19523,7362,192,dps,0.0
1706,TP7,Alliance,Warlock,2,5,20,86428,27863,345,dps,0.0
1707,TP7,Alliance,Demon Hunter,4,7,19,65587,4955,353,dps,0.0
1708,TP7,Alliance,Mage,3,1,9,40413,4569,183,dps,0.0
1709,TP7,Alliance,Paladin,0,4,20,33944,25814,342,dps,0.0
1710,TP7,Horde,Hunter,6,3,31,74264,8504,531,dps,1.0
1711,TP7,Horde,Warlock,2,2,16,37317,11233,324,dps,1.0
1712,TP7,Horde,Shaman,1,9,27,66813,16219,376,dps,1.0
1713,TP7,Alliance,Demon Hunter,6,5,27,73574,17729,367,dps,0.0
1714,TP7,Alliance,Paladin,1,2,25,7364,104000,356,heal,0.0
1715,TP7,Horde,Priest,0,2,28,10131,106000,378,heal,1.0
1716,WG21,Alliance,Warrior,4,1,10,30481,9348,230,dps,0.0
1717,WG21,Alliance,Hunter,2,4,27,45931,10814,391,dps,0.0
1718,WG21,Horde,Warrior,4,6,20,42194,11768,239,dps,1.0
1719,WG21,Alliance,Paladin,5,4,28,75679,26515,395,dps,0.0
1720,WG21,Alliance,Rogue,7,2,32,65410,5161,401,dps,0.0
1721,WG21,Alliance,Hunter,3,5,30,24832,4655,396,dps,0.0
1722,WG21,Horde,Mage,3,4,19,70703,7299,536,dps,1.0
1723,WG21,Alliance,Demon Hunter,1,2,23,26341,32808,358,dps,0.0
1724,WG21,Horde,Warrior,6,2,17,61636,10911,382,dps,1.0
1725,WG21,Horde,Priest,1,4,22,49478,90330,543,heal,1.0
1726,WG21,Horde,Warlock,3,3,20,85721,34723,389,dps,1.0
1727,WG21,Horde,Shaman,0,6,19,12671,96060,535,heal,1.0
1728,WG21,Horde,Warrior,5,2,20,60747,12318,283,dps,1.0
1729,WG21,Alliance,Druid,2,1,30,46015,17244,396,dps,0.0
1730,WG21,Alliance,Warlock,5,2,30,72242,31692,380,dps,0.0
1731,WG21,Alliance,Warlock,3,2,28,85076,23836,374,dps,0.0
1732,WG21,Horde,Demon Hunter,1,3,21,69510,7004,539,dps,1.0
1733,WG21,Horde,Druid,1,3,13,36901,13615,223,dps,1.0
1734,WG21,Alliance,Druid,0,2,31,7850,122000,398,heal,0.0
1735,WG21,Horde,Warrior,1,1,22,43313,11677,393,dps,1.0
1736,BG21,Horde,Priest,5,4,21,57338,32071,181,dps,0.0
1737,BG21,Horde,Rogue,2,5,18,37104,7320,174,dps,0.0
1738,BG21,Alliance,Priest,6,2,27,67061,24357,796,dps,1.0
1739,BG21,Horde,Warrior,7,4,17,62960,1372,178,dps,0.0
1740,BG21,Alliance,Demon Hunter,2,2,11,35149,8576,523,dps,1.0
1741,BG21,Horde,Demon Hunter,1,5,14,17027,5747,163,dps,0.0
1742,BG21,Horde,Warrior,5,5,19,44106,16346,174,dps,0.0
1743,BG21,Alliance,Paladin,3,5,27,79415,23002,795,dps,1.0
1744,BG21,Alliance,Priest,5,2,32,41252,15375,589,dps,1.0
1745,BG21,Alliance,Warrior,8,3,24,58960,15858,551,dps,1.0
1746,BG21,Alliance,Rogue,5,5,18,61377,7839,541,dps,1.0
1747,BG21,Alliance,Druid,0,4,25,2541,64123,561,heal,1.0
1748,BG21,Alliance,Death Knight,1,2,32,74840,23206,589,dps,1.0
1749,BG21,Horde,Shaman,0,4,19,6917,108000,174,heal,0.0
1750,BG21,Alliance,Druid,9,1,32,43627,6123,592,dps,1.0
1751,BG21,Alliance,Rogue,1,0,17,26465,5247,532,dps,1.0
1752,BG21,Horde,Demon Hunter,4,3,19,39029,20612,178,dps,0.0
1753,SM13,Alliance,Paladin,5,6,23,46860,12074,308,dps,0.0
1754,SM13,Horde,Rogue,2,2,39,16128,9101,381,dps,1.0
1755,SM13,Horde,Hunter,9,2,45,80861,8210,387,dps,1.0
1756,SM13,Horde,Hunter,1,1,40,17533,3826,385,dps,1.0
1757,SM13,Horde,Shaman,1,5,40,8122,72029,533,heal,1.0
1758,SM13,Horde,Warrior,6,4,40,57846,12311,377,dps,1.0
1759,SM13,Horde,Priest,8,3,38,40097,16984,527,dps,1.0
1760,SM13,Alliance,Hunter,2,5,21,24386,13311,301,dps,0.0
1761,SM13,Alliance,Warlock,1,1,15,19150,7111,287,dps,0.0
1762,SM13,Alliance,Warrior,4,7,21,58743,13048,307,dps,0.0
1763,SM13,Alliance,Demon Hunter,3,4,25,14026,4273,317,dps,0.0
1764,SM13,Alliance,Demon Hunter,5,4,20,29721,2517,271,dps,0.0
1765,SM13,Horde,Demon Hunter,3,4,40,31505,10318,533,dps,1.0
1766,SM13,Horde,Rogue,2,2,41,30202,6700,387,dps,1.0
1767,SM13,Alliance,Priest,0,5,23,6845,87975,308,heal,0.0
1768,SM13,Horde,Hunter,5,4,42,53537,7427,387,dps,1.0
1769,SM13,Alliance,Death Knight,8,5,22,56507,20440,307,dps,0.0
1770,SM13,Alliance,Hunter,0,6,25,30328,8811,316,dps,0.0
1771,SM13,Horde,Mage,6,2,43,59004,10693,389,dps,1.0
1772,AB2,Alliance,Priest,1,2,34,32083,59467,419,heal,0.0
1773,AB2,Alliance,Rogue,1,0,5,3417,537,159,dps,0.0
1774,AB2,Alliance,Paladin,0,5,22,10392,89132,389,heal,0.0
1775,AB2,Alliance,Druid,2,0,44,29315,25538,443,dps,0.0
1776,AB2,Horde,Paladin,1,2,19,19930,8052,497,dps,1.0
1777,AB2,Horde,Priest,6,3,45,55998,15615,415,dps,1.0
1778,AB2,Horde,Shaman,1,4,39,9539,77324,563,heal,1.0
1779,AB2,Horde,Shaman,0,6,25,5416,44283,520,heal,1.0
1780,AB2,Alliance,Priest,1,5,18,32872,11619,364,dps,0.0
1781,AB2,Horde,Demon Hunter,3,1,31,49495,14693,382,dps,1.0
1782,AB2,Horde,Druid,3,7,16,49101,15907,363,dps,1.0
1783,AB2,Horde,Rogue,1,2,6,15652,3278,144,dps,1.0
1784,AB2,Alliance,Shaman,2,5,25,65874,9854,401,dps,0.0
1785,AB2,Horde,Paladin,3,8,22,46822,25237,505,dps,1.0
1786,AB2,Alliance,Mage,5,5,33,56012,16984,409,dps,0.0
1787,AB2,Alliance,Warrior,9,5,21,70882,11634,394,dps,0.0
1788,AB2,Alliance,Shaman,5,4,52,52029,21458,451,dps,0.0
1789,AB2,Horde,Warrior,5,8,33,55833,10002,385,dps,1.0
1790,AB2,Alliance,Warrior,12,6,49,81244,15231,438,dps,0.0
1791,AB2,Alliance,Mage,11,3,48,148000,11004,447,dps,0.0
1792,AB2,Alliance,Monk,1,1,54,10070,144000,467,heal,0.0
1793,AB2,Horde,Hunter,6,7,26,121000,17475,366,dps,1.0
1794,AB2,Horde,Monk,7,4,38,57899,27259,547,dps,1.0
1795,AB2,Horde,Shaman,3,8,28,73034,10883,528,dps,1.0
1796,AB2,Alliance,Warrior,8,1,37,40401,8881,303,dps,0.0
1797,AB2,Horde,Demon Hunter,1,4,28,59759,6750,523,dps,1.0
1798,AB2,Alliance,Priest,14,5,51,94787,35131,454,dps,0.0
1799,AB2,Horde,Priest,11,2,38,120000,28113,256,dps,1.0
1800,AB2,Horde,Monk,0,5,33,1147,74580,388,heal,1.0
1801,AB2,Alliance,Monk,3,4,52,44862,18944,452,dps,0.0
1802,AB3,Alliance,Priest,6,1,26,65572,13499,256,dps,0.0
1803,AB3,Horde,Warlock,2,3,12,25918,14181,490,dps,1.0
1804,AB3,Alliance,Priest,4,3,28,95250,21830,256,dps,0.0
1805,AB3,Alliance,Warlock,7,4,21,65438,44516,248,dps,0.0
1806,AB3,Horde,Druid,0,5,16,11584,5699,504,dps,1.0
1807,AB3,Alliance,Shaman,0,3,29,10295,98793,260,heal,0.0
1808,AB3,Horde,Death Knight,4,5,26,90874,34388,513,dps,1.0
1809,AB3,Alliance,Paladin,5,4,23,85100,16128,242,dps,0.0
1810,AB3,Horde,Shaman,0,6,27,3212,87141,522,heal,1.0
1811,AB3,Horde,Hunter,5,0,17,30106,3023,355,dps,1.0
1812,AB3,Alliance,Demon Hunter,0,4,13,12770,181,231,dps,0.0
1813,AB3,Horde,Monk,5,2,32,27577,18686,553,dps,1.0
1814,AB3,Horde,Rogue,3,0,35,24657,5094,555,dps,1.0
1815,AB3,Alliance,Priest,0,2,26,39760,8922,251,dps,0.0
1816,AB3,Alliance,Demon Hunter,0,0,4,1442,542,151,dps,0.0
1817,AB3,Horde,Mage,3,2,23,51002,14875,376,dps,1.0
1818,AB3,Horde,Warrior,10,4,32,75364,18050,538,dps,1.0
1819,AB3,Alliance,Druid,0,6,27,24,9599,255,heal,0.0
1820,AB3,Alliance,Demon Hunter,1,5,11,48328,6010,222,dps,0.0
1821,AB3,Horde,Hunter,3,1,31,31267,8617,529,dps,1.0
1822,AB3,Alliance,Monk,4,2,16,41586,9695,247,dps,0.0
1823,AB3,Horde,Paladin,5,3,26,58704,12034,522,dps,1.0
1824,AB3,Horde,Warrior,6,3,33,45382,11934,539,dps,1.0
1825,AB3,Horde,Priest,0,2,29,19896,68825,521,heal,1.0
1826,AB3,Alliance,Druid,0,1,27,4401,37746,262,heal,0.0
1827,AB3,Alliance,Warrior,3,3,26,41396,10980,251,dps,0.0
1828,AB3,Alliance,Priest,4,3,25,22706,7557,245,dps,0.0
1829,AB3,Alliance,Warrior,4,5,24,62863,8981,260,dps,0.0
1830,AB3,Horde,Shaman,0,0,19,7874,60104,514,heal,1.0
1831,AB3,Horde,Warlock,0,2,26,36528,22703,523,dps,1.0
1832,BG22,Alliance,Hunter,1,3,5,7608,4410,156,dps,0.0
1833,BG22,Horde,Hunter,0,0,16,11865,16,503,dps,1.0
1834,BG22,Alliance,Warrior,1,3,5,20125,3013,158,dps,0.0
1835,BG22,Alliance,Mage,3,2,7,36118,4316,164,dps,0.0
1836,BG22,Horde,Paladin,3,0,19,43492,13314,512,dps,1.0
1837,BG22,Horde,Warrior,6,1,12,36308,7100,494,dps,1.0
1838,BG22,Horde,Priest,2,1,19,26327,56789,511,heal,1.0
1839,BG22,Alliance,Demon Hunter,2,2,5,26035,42432,156,dps,0.0
1840,BG22,Horde,Shaman,0,0,15,9312,22022,505,heal,1.0
1841,BG22,Alliance,Warrior,0,4,5,10634,3315,156,dps,0.0
1842,BG22,Horde,Druid,2,2,7,23985,529,482,dps,1.0
1843,BG22,Alliance,Priest,0,3,7,6368,62483,164,heal,0.0
1844,BG22,Alliance,Druid,0,2,5,12985,1507,158,dps,0.0
1845,BG22,Horde,Mage,5,1,18,33923,6185,513,dps,1.0
1846,BG22,Alliance,Mage,0,2,7,24119,3244,164,dps,0.0
1847,BG22,Horde,Rogue,0,0,22,30312,5382,369,dps,1.0
1848,BG22,Horde,Hunter,0,2,12,8750,3506,498,dps,1.0
1849,BG22,Horde,Demon Hunter,4,0,15,37178,3684,509,dps,1.0
1850,BG22,Alliance,Mage,0,2,7,20288,9875,164,dps,0.0
1851,BG23,Horde,Priest,10,3,39,95081,19128,551,dps,1.0
1852,BG23,Alliance,Druid,5,8,15,69771,15734,361,dps,0.0
1853,BG23,Horde,Demon Hunter,13,2,45,89028,8402,414,dps,1.0
1854,BG23,Horde,Hunter,3,2,46,83294,8986,562,dps,1.0
1855,BG23,Alliance,Death Knight,2,4,9,47238,30650,319,dps,0.0
1856,BG23,Horde,Druid,0,3,37,1252,120000,398,heal,1.0
1857,BG23,Alliance,Warlock,4,8,15,43835,26686,369,dps,0.0
1858,BG23,Horde,Shaman,0,2,32,21391,115000,389,heal,1.0
1859,BG23,Alliance,Rogue,3,1,13,31195,3906,355,dps,0.0
1860,BG23,Horde,Rogue,4,2,21,55218,2656,369,dps,1.0
1861,BG23,Alliance,Death Knight,5,5,15,78313,29998,358,dps,0.0
1862,BG23,Horde,Death Knight,4,3,45,130000,33765,410,dps,1.0
1863,BG23,Alliance,Death Knight,3,6,17,49009,34908,364,dps,0.0
1864,BG23,Alliance,Warrior,4,3,12,60407,9878,344,dps,0.0
1865,BG23,Alliance,Shaman,1,5,20,29282,194000,377,heal,0.0
1866,BG23,Horde,Rogue,5,5,23,63628,4453,522,dps,1.0
1867,BG23,Alliance,Warrior,0,6,15,34361,240,361,dps,0.0
1868,BG23,Alliance,Druid,0,4,15,1830,151000,361,heal,0.0
1869,BG23,Horde,Hunter,9,3,39,148000,10409,404,dps,1.0
1870,BG23,Horde,Hunter,4,1,45,59282,3860,410,dps,1.0
1871,SM14,Horde,Rogue,1,3,17,32704,5553,495,dps,1.0
1872,SM14,Alliance,Priest,0,1,28,13229,81912,320,heal,0.0
1873,SM14,Horde,Paladin,1,4,17,64542,19661,495,dps,1.0
1874,SM14,Alliance,Mage,0,1,28,19638,5315,320,dps,0.0
1875,SM14,Alliance,Warrior,13,3,28,77108,16067,320,dps,0.0
1876,SM14,Horde,Shaman,0,2,14,7782,67102,338,heal,1.0
1877,SM14,Alliance,Hunter,1,2,27,36395,9152,318,dps,0.0
1878,SM14,Horde,Warlock,0,1,15,6503,849,340,dps,1.0
1879,SM14,Horde,Shaman,1,1,16,47946,16400,492,dps,1.0
1880,SM14,Alliance,Demon Hunter,1,1,28,112000,15644,320,dps,0.0
1881,SM14,Alliance,Demon Hunter,1,2,26,31128,3765,310,dps,0.0
1882,SM14,Horde,Hunter,4,2,17,62828,5705,345,dps,1.0
1883,SM14,Horde,Warrior,10,3,18,108000,22101,347,dps,1.0
1884,SM14,Alliance,Druid,3,1,25,35865,12856,310,dps,0.0
1885,SM14,Alliance,Death Knight,0,5,27,84026,16686,318,dps,0.0
1886,SM14,Alliance,Priest,2,1,28,43705,103000,320,heal,0.0
1887,SM14,Alliance,Monk,4,2,25,67706,25297,308,dps,0.0
1888,SM14,Horde,Priest,0,3,18,25256,260000,347,heal,1.0
1889,SM14,Horde,Druid,1,4,17,28922,8454,344,dps,1.0
1890,TP8,Horde,Warlock,2,4,35,71878,26368,258,dps,0.0
1891,TP8,Alliance,Paladin,1,3,26,954,39017,555,heal,1.0
1892,TP8,Alliance,Paladin,8,2,28,100000,29124,578,dps,1.0
1893,TP8,Horde,Priest,1,1,23,15828,124000,233,heal,0.0
1894,TP8,Alliance,Shaman,3,7,21,24455,12843,543,dps,1.0
1895,TP8,Horde,Shaman,0,6,27,18443,92832,249,heal,0.0
1896,TP8,Horde,Demon Hunter,4,4,32,55542,9357,250,dps,0.0
1897,TP8,Horde,Warrior,8,5,29,30900,1550,243,dps,0.0
1898,TP8,Alliance,Warrior,4,8,25,51643,10127,559,dps,1.0
1899,TP8,Alliance,Druid,1,3,29,6308,83198,791,heal,1.0
1900,TP8,Alliance,Hunter,4,5,28,47922,10859,563,dps,1.0
1901,TP8,Horde,Demon Hunter,9,2,23,74427,4347,238,dps,0.0
1902,TP8,Horde,Hunter,3,7,20,37201,7869,224,dps,0.0
1903,TP8,Alliance,Death Knight,3,3,31,90633,20820,813,dps,1.0
1904,TP8,Alliance,Mage,5,3,22,38892,7575,754,dps,1.0
1905,TP8,Horde,Paladin,6,7,27,110000,31388,249,dps,0.0
1906,TP8,Horde,Hunter,8,3,31,29438,2748,246,dps,0.0
1907,TP8,Horde,Demon Hunter,0,3,28,14453,2035,243,dps,0.0
1908,TP8,Alliance,Rogue,1,5,30,49197,10575,569,dps,1.0
1909,TP8,Alliance,Rogue,11,1,29,108000,8185,793,dps,1.0
