key,Code,Faction,Class,KB,D,HK,DD,HD,Honor,Rol,Win
2706,TK21,Horde,Druid,5,2,39,72724,11281,381,dps,1.0
2707,TK21,Alliance,Paladin,0,3,27,3323,40559,264,heal,0.0
2708,TK21,Horde,Mage,6,4,33,38118,7450,519,dps,1.0
2709,TK21,Horde,Warlock,7,1,41,46512,8569,386,dps,1.0
2710,TK21,Alliance,Warrior,7,3,20,29758,8636,231,dps,0.0
2711,TK22,Horde,Mage,7,6,58,79443,40491,426,dps,1.0
2712,TK22,Alliance,Mage,4,6,54,75880,11597,466,dps,0.0
2713,TK22,Alliance,Druid,0,7,44,0,69591,434,heal,0.0
2714,TK22,Horde,Rogue,5,5,53,34547,9505,416,dps,1.0
2715,TK22,Alliance,Paladin,14,7,50,83601,20097,456,dps,0.0
2716,TK22,Alliance,Shaman,5,8,47,73443,19092,445,dps,0.0
2717,TK22,Alliance,Mage,4,5,46,52811,10124,444,dps,0.0
2718,TK22,Horde,Shaman,0,7,56,10096,80033,422,heal,1.0
2719,TK22,Alliance,Shaman,3,6,50,38351,13031,453,dps,0.0
2720,TK22,Horde,Rogue,4,6,54,14411,21131,418,dps,1.0
2721,TK22,Horde,Warlock,21,2,62,120000,98595,434,dps,1.0
2722,TK22,Horde,Warrior,11,7,47,77200,34835,404,dps,1.0
2723,TK22,Horde,Death Knight,4,6,51,50851,23812,562,dps,1.0
2724,TK22,Horde,Warrior,5,7,44,26669,5950,548,dps,1.0
2725,TK22,Horde,Rogue,4,7,52,53392,16724,414,dps,1.0
2726,TK22,Alliance,Warlock,8,4,55,55898,17971,469,dps,0.0
2727,TK22,Alliance,Death Knight,9,6,49,98756,22422,453,dps,0.0
2728,TK22,Alliance,Hunter,5,6,49,73531,6765,453,dps,0.0
2729,TK22,Alliance,Druid,7,7,50,91472,10294,453,dps,0.0
2730,TK22,Horde,Hunter,1,8,49,36503,11728,558,dps,1.0
2731,WG29,Alliance,Monk,0,2,46,273,212000,433,heal,0.0
2732,WG29,Alliance,Warrior,17,5,45,138000,22898,431,dps,0.0
2733,WG29,Horde,Rogue,5,3,28,69020,8216,638,dps,1.0
2734,WG29,Horde,Warrior,2,8,23,74238,7893,397,dps,1.0
2735,WG29,Horde,Shaman,1,2,24,4140,98154,617,heal,1.0
2736,WG29,Alliance,Mage,6,3,45,89714,18490,431,dps,0.0
2737,WG29,Horde,Shaman,0,5,18,14268,51726,591,heal,1.0
2738,WG29,Horde,Warlock,4,4,28,79250,29924,409,dps,1.0
2739,WG29,Alliance,Hunter,5,4,36,36925,9128,417,dps,0.0
2740,WG29,Horde,Warlock,8,5,25,130000,53295,629,dps,1.0
2741,WG29,Alliance,Hunter,3,4,43,73168,9238,427,dps,0.0
2742,WG29,Alliance,Demon Hunter,2,3,45,52055,1711,429,dps,0.0
2743,WG29,Horde,Demon Hunter,6,1,22,50977,8559,376,dps,1.0
2744,WG29,Horde,Demon Hunter,1,5,17,75031,8670,365,dps,1.0
2745,WG29,Horde,Paladin,1,2,25,4266,81144,621,heal,1.0
2746,WG29,Alliance,Warrior,4,4,44,60134,13751,433,dps,0.0
2747,WG29,Alliance,Rogue,8,3,48,80889,15353,442,dps,0.0
2748,WG30,Horde,Death Knight,1,0,14,37010,48361,511,dps,1.0
2749,WG30,Alliance,Rogue,2,3,14,29309,15555,205,dps,0.0
2750,WG30,Alliance,Mage,1,2,13,29756,10065,203,dps,0.0
2751,WG30,Alliance,Monk,2,2,15,3208,30150,209,heal,0.0
2752,WG30,Horde,Hunter,1,2,13,53986,6408,353,dps,1.0
2753,WG30,Alliance,Death Knight,2,3,10,67980,10067,194,dps,0.0
2754,WG30,Alliance,Hunter,2,1,14,47660,9277,205,dps,0.0
2755,WG30,Horde,Hunter,1,1,10,10360,7126,289,dps,1.0
2756,WG30,Horde,Druid,5,3,10,51450,7569,500,dps,1.0
2757,WG30,Horde,Shaman,0,0,9,993,31357,428,heal,1.0
2758,WG30,Horde,Mage,2,2,14,28486,7140,508,dps,1.0
2759,WG30,Horde,Shaman,1,0,8,5893,25072,426,heal,1.0
2760,WG30,Horde,Monk,0,1,11,2518,52178,502,heal,1.0
2761,WG30,Alliance,Priest,0,1,15,26420,143000,209,heal,0.0
2762,WG30,Horde,Hunter,3,1,14,64676,6194,357,dps,1.0
2763,WG30,Alliance,Warrior,3,3,14,52009,10815,205,dps,0.0
2764,WG30,Alliance,Death Knight,1,0,14,30151,16314,206,dps,0.0
2765,WG30,Horde,Shaman,2,1,12,75036,4745,506,dps,1.0
2766,WG30,Alliance,Priest,2,0,15,73141,18199,209,dps,0.0
2767,AB9,Horde,Death Knight,3,4,56,68759,2003,440,dps,1.0
2768,AB9,Alliance,Warrior,4,5,12,41076,8009,348,dps,0.0
2769,AB9,Horde,Rogue,5,2,46,63447,19978,555,dps,1.0
2770,AB9,Horde,Druid,4,2,60,48223,8191,422,dps,1.0
2771,AB9,Alliance,Demon Hunter,5,4,15,57192,9139,352,dps,0.0
2772,AB9,Horde,Druid,5,1,43,26753,462,130,dps,1.0
2773,AB9,Alliance,Paladin,4,3,13,21547,10455,349,dps,0.0
2774,AB9,Alliance,Druid,1,4,12,28490,278,347,dps,0.0
2775,AB9,Horde,Priest,7,0,59,72947,14646,429,dps,1.0
2776,AB9,Alliance,Demon Hunter,2,8,14,67503,6576,346,dps,0.0
2777,AB9,Alliance,Druid,0,6,14,2853,114000,352,heal,0.0
2778,AB9,Horde,Shaman,2,1,66,14098,103000,589,heal,1.0
2779,AB9,Alliance,Priest,1,6,15,23349,75091,360,heal,0.0
2780,AB9,Horde,Priest,4,1,64,16093,81297,287,heal,1.0
2781,AB9,Alliance,Paladin,0,6,10,51499,20862,347,dps,0.0
2782,AB9,Horde,Monk,8,3,59,53737,20958,559,dps,1.0
2783,AB9,Horde,Demon Hunter,1,1,29,29317,6679,383,dps,1.0
2784,AB9,Horde,Hunter,3,4,46,33327,12025,541,dps,1.0
2785,AB9,Alliance,Mage,1,4,10,34679,11701,332,dps,0.0
2786,AB9,Alliance,Hunter,2,9,13,11150,129,341,dps,0.0
2787,AB9,Alliance,Warrior,4,1,12,35884,12652,358,dps,0.0
2788,AB9,Horde,Rogue,9,1,56,58301,11934,397,dps,1.0
2789,AB9,Horde,Warlock,7,4,57,57060,22010,430,dps,1.0
2790,AB9,Horde,Rogue,5,5,41,69940,17647,236,dps,1.0
2791,AB9,Alliance,Hunter,0,9,18,26934,15295,359,dps,0.0
2792,AB9,Horde,Shaman,10,4,59,75840,11148,566,dps,1.0
2793,AB9,Alliance,Hunter,0,8,13,33535,8935,347,dps,0.0
2794,AB9,Alliance,Warrior,2,9,17,36034,3591,354,dps,0.0
2795,AB9,Horde,Druid,11,0,74,57527,6663,621,dps,1.0
2796,AB9,Alliance,Rogue,3,4,20,20672,13754,372,dps,0.0
2797,AB10,Alliance,Mage,1,5,17,44944,11552,239,dps,0.0
2798,AB10,Alliance,Shaman,0,8,18,3538,50332,241,heal,0.0
2799,AB10,Horde,Rogue,1,0,28,41642,5374,387,dps,1.0
2800,AB10,Horde,Priest,11,2,48,79277,14164,544,dps,1.0
2801,AB10,Alliance,Warrior,1,6,16,54428,7977,238,dps,0.0
2802,AB10,Horde,Monk,2,1,40,26218,15029,388,dps,1.0
2803,AB10,Horde,Mage,8,1,31,60571,1735,523,dps,1.0
2804,AB10,Alliance,Rogue,1,4,19,19669,10734,246,dps,0.0
2805,AB10,Alliance,Warrior,2,4,19,28076,4369,244,dps,0.0
2806,AB10,Horde,Death Knight,2,1,34,24614,53293,382,dps,1.0
2807,AB10,Alliance,Paladin,3,5,19,118000,28467,253,dps,0.0
2808,AB10,Horde,Priest,1,2,43,29031,83687,394,heal,1.0
2809,AB10,Horde,Shaman,0,3,48,7891,89729,395,heal,1.0
2810,AB10,Alliance,Warlock,4,5,17,53285,27152,239,dps,0.0
2811,AB10,Horde,Shaman,0,1,43,7074,121000,393,heal,1.0
2812,AB10,Horde,Paladin,4,3,39,57822,24251,385,dps,1.0
2813,AB10,Alliance,Hunter,2,3,21,31647,6484,254,dps,0.0
2814,AB10,Horde,Druid,3,0,32,39659,5570,376,dps,1.0
2815,AB10,Alliance,Mage,1,3,20,58149,15114,251,dps,0.0
2816,AB10,Alliance,Druid,1,0,5,4476,0,153,dps,0.0
2817,AB10,Alliance,Mage,1,3,6,26645,8720,218,dps,0.0
2818,AB10,Horde,Mage,4,3,11,22335,5918,365,dps,1.0
2819,AB10,Alliance,Mage,1,2,18,28407,20512,242,dps,0.0
2820,AB10,Alliance,Shaman,0,6,11,10477,74377,228,heal,0.0
2821,AB10,Horde,Warrior,4,3,46,38283,6295,395,dps,1.0
2822,AB10,Horde,Priest,10,1,47,94373,18876,391,dps,1.0
2823,AB10,Alliance,Rogue,2,1,15,14029,1934,239,dps,0.0
2824,AB10,Alliance,Warrior,0,1,1,4967,1323,145,dps,0.0
2825,AB10,Horde,Warrior,5,3,15,47579,8758,358,dps,1.0
2826,AB10,Horde,Shaman,4,0,42,37471,6675,383,dps,1.0
2827,BG28,Horde,Rogue,1,3,19,12815,8315,226,dps,0.0
2828,BG28,Alliance,Mage,0,3,38,32244,5841,829,dps,1.0
2829,BG28,Horde,Druid,5,8,19,51777,1491,233,dps,0.0
2830,BG28,Horde,Warlock,5,4,21,52035,25280,238,dps,0.0
2831,BG28,Alliance,Paladin,9,2,47,81704,14283,867,dps,1.0
2832,BG28,Horde,Rogue,1,8,16,26180,17830,218,dps,0.0
2833,BG28,Horde,Shaman,0,11,15,11146,69345,219,heal,0.0
2834,BG28,Alliance,Druid,15,3,44,85682,10930,849,dps,1.0
2835,BG28,Alliance,Paladin,1,2,15,16469,12671,538,dps,1.0
2836,BG28,Alliance,Demon Hunter,10,3,45,82541,16073,861,dps,1.0
2837,BG28,Horde,Warlock,2,12,16,50784,30645,220,dps,0.0
2838,BG28,Alliance,Mage,8,4,37,63112,6946,832,dps,1.0
2839,BG28,Horde,Warlock,7,6,23,68785,44256,237,dps,0.0
2840,BG28,Alliance,Monk,2,3,41,8886,118000,839,heal,1.0
2841,BG28,Alliance,Warlock,7,3,41,62628,24025,844,dps,1.0
2842,BG28,Horde,Warlock,1,1,14,6715,8909,217,dps,0.0
2843,BG28,Horde,Druid,0,2,16,20666,16116,218,dps,0.0
2844,BG28,Alliance,Warrior,5,3,39,50327,4656,832,dps,1.0
2845,BG28,Alliance,Rogue,4,5,38,61225,9215,608,dps,1.0
2846,BG28,Horde,Paladin,8,6,27,87013,13419,250,dps,0.0
2847,BG29,Horde,Priest,7,4,23,58117,27284,516,dps,1.0
2848,BG29,Horde,Paladin,1,0,14,7888,8930,500,heal,1.0
2849,BG29,Alliance,Priest,3,5,13,30613,12804,202,dps,0.0
2850,BG29,Alliance,Mage,1,1,12,16025,3195,198,dps,0.0
2851,BG29,Horde,Paladin,0,1,22,1739,18596,514,heal,1.0
2852,BG29,Horde,Druid,1,3,19,21357,3923,363,dps,1.0
2853,BG29,Horde,Shaman,0,1,25,8958,60665,522,heal,1.0
2854,BG29,Alliance,Druid,0,1,11,4022,32412,194,heal,0.0
2855,BG29,Alliance,Paladin,3,2,13,40414,15552,205,dps,0.0
2856,BG29,Alliance,Hunter,0,0,12,17326,93,198,dps,0.0
2857,BG29,Alliance,Warlock,0,5,13,17274,3538,202,dps,0.0
2858,BG29,Horde,Rogue,4,1,23,30965,8881,520,dps,1.0
2859,BG29,Horde,Warlock,9,1,25,67340,14639,375,dps,1.0
2860,BG29,Alliance,Druid,0,4,13,1131,70329,205,heal,0.0
2861,BG29,Alliance,Demon Hunter,4,4,15,27774,2857,211,dps,0.0
2862,BG29,Horde,Rogue,2,2,12,28297,2544,498,dps,1.0
2863,BG29,Horde,Warlock,6,1,25,56087,22772,525,dps,1.0
2864,BG29,Horde,Demon Hunter,2,1,25,46473,6132,521,dps,1.0
2865,BG29,Alliance,Shaman,3,3,15,57402,3008,211,dps,0.0
2866,BG29,Alliance,Warrior,1,6,12,28500,4106,198,dps,0.0
2867,BG30,Horde,Mage,3,2,31,39138,7526,388,dps,1.0
2868,BG30,Horde,Warrior,2,0,5,4619,440,380,dps,1.0
2869,BG30,Alliance,Warlock,7,4,24,42620,20739,275,dps,0.0
2870,BG30,Alliance,Rogue,2,6,16,21629,14824,246,dps,0.0
2871,BG30,Horde,Warrior,7,6,25,67785,9924,539,dps,1.0
2872,BG30,Alliance,Mage,5,2,23,50713,9909,272,dps,0.0
2873,BG30,Alliance,Shaman,2,4,17,28973,6138,239,dps,0.0
2874,BG30,Horde,Shaman,7,5,30,65704,16471,553,dps,1.0
2875,BG30,Horde,Warrior,15,2,35,80974,19324,404,dps,1.0
2876,BG30,Horde,Rogue,6,2,37,34201,4741,561,dps,1.0
2877,BG30,Horde,Shaman,0,2,15,3634,50517,506,heal,1.0
2878,BG30,Alliance,Hunter,2,5,17,25822,6597,251,dps,0.0
2879,BG30,Alliance,Death Knight,1,0,6,7090,1774,161,dps,0.0
2880,BG30,Alliance,Priest,0,3,6,3862,8559,188,heal,0.0
2881,BG30,Alliance,Warlock,4,7,15,41154,23171,245,dps,0.0
2882,BG30,Alliance,Monk,1,4,17,33703,29858,251,dps,0.0
2883,BG30,Horde,Monk,0,1,7,2250,18789,485,heal,1.0
2884,BG30,Horde,Death Knight,3,5,32,84194,34559,555,dps,1.0
2885,BG30,Alliance,Mage,0,5,19,20289,0,257,dps,0.0
2886,BG31,Alliance,Druid,4,9,31,42704,1675,469,dps,0.0
2887,BG31,Horde,Mage,6,7,46,95644,10628,490,dps,1.0
2888,BG31,Alliance,Warlock,3,8,23,44196,59369,434,dps,0.0
2889,BG31,Alliance,Druid,0,8,36,22639,112000,476,heal,0.0
2890,BG31,Alliance,Warlock,2,2,33,48988,22759,463,dps,0.0
2891,BG31,Alliance,Paladin,11,5,35,140000,39553,487,dps,0.0
2892,BG31,Horde,Rogue,10,4,42,90032,22282,713,dps,1.0
2893,BG31,Alliance,Priest,0,3,25,11637,73700,448,heal,0.0
2894,BG31,Horde,Shaman,0,10,32,19747,136000,462,heal,1.0
2895,BG31,Alliance,Mage,0,3,18,22910,11304,415,dps,0.0
2896,BG31,Horde,Paladin,4,4,13,52595,11601,653,dps,1.0
2897,BG31,Alliance,Druid,5,5,19,69221,38254,424,dps,0.0
2898,BG31,Alliance,Priest,16,7,42,148000,55199,501,dps,0.0
2899,BG31,Horde,Death Knight,1,6,44,80907,44322,488,dps,1.0
2900,BG31,Horde,Warrior,14,5,48,79489,15892,725,dps,1.0
2901,BG31,Alliance,Warlock,11,9,29,80798,50254,476,dps,0.0
2902,BG31,Horde,Rogue,0,4,40,67392,20763,705,dps,1.0
2903,BG31,Horde,Death Knight,8,5,46,97246,51520,493,dps,1.0
2904,BG31,Horde,Rogue,4,3,36,53968,15927,701,dps,1.0
2905,BG31,Horde,Priest,12,5,48,134000,42916,721,dps,1.0
2906,BG32,Alliance,Hunter,0,5,1,19000,539,161,dps,0.0
2907,BG32,Alliance,Druid,0,2,0,14087,279,30,dps,0.0
2908,BG32,Horde,Mage,0,0,9,12033,75,338,dps,1.0
2909,BG32,Horde,Warrior,0,0,9,7010,0,488,dps,1.0
2910,BG32,Horde,Warrior,10,0,25,36194,2949,371,dps,1.0
2911,BG32,Horde,Mage,2,1,18,17669,2614,506,dps,1.0
2912,BG32,Alliance,Priest,0,1,0,0,13800,157,heal,0.0
2913,BG32,Horde,Demon Hunter,2,0,26,28866,2111,524,dps,1.0
2914,BG32,Horde,Shaman,1,0,20,2402,37528,513,heal,1.0
2915,BG32,Alliance,Priest,0,4,0,19784,4162,157,dps,0.0
2916,BG32,Alliance,Mage,0,1,0,15014,3587,142,dps,0.0
2917,BG32,Horde,Rogue,6,0,21,39651,1908,364,dps,1.0
2918,BG32,Horde,Mage,0,0,11,11127,7799,345,dps,1.0
2919,BG32,Alliance,Rogue,0,2,0,16016,3347,157,dps,0.0
2920,BG32,Alliance,Paladin,1,4,1,6135,43753,161,heal,0.0
2921,BG32,Alliance,Hunter,0,3,1,17262,4017,161,dps,0.0
2922,BG32,Horde,Shaman,0,0,21,5429,52563,364,heal,1.0
2923,BG32,Alliance,Mage,0,4,1,13920,5276,161,dps,0.0
2924,BG32,Horde,Paladin,6,0,25,57045,5153,368,dps,1.0
2925,DG3,Alliance,Warlock,0,5,27,76008,25701,330,dps,0.0
2926,DG3,Alliance,Demon Hunter,3,2,30,144000,8315,333,dps,0.0
2927,DG3,Horde,Warlock,3,3,38,116000,49956,391,dps,1.0
2928,DG3,Horde,Warrior,4,3,38,117000,21180,403,dps,1.0
2929,DG3,Horde,Rogue,4,0,32,84237,8528,533,dps,1.0
2930,DG3,Alliance,Shaman,0,3,32,5696,205000,344,heal,0.0
2931,DG3,Alliance,Druid,1,2,29,2841,163000,337,heal,0.0
2932,DG3,Horde,Priest,4,2,41,131000,20761,550,dps,1.0
2933,DG3,Alliance,Shaman,0,4,31,9521,215000,337,heal,0.0
2934,DG3,Horde,Mage,10,1,44,99434,8214,562,dps,1.0
2935,DG3,Alliance,Druid,4,3,31,132000,22714,340,dps,0.0
2936,DG3,Horde,Shaman,0,3,39,16967,133000,403,heal,1.0
2937,DG3,Alliance,Paladin,1,2,31,54369,44113,337,dps,0.0
2938,DG3,Horde,Paladin,2,0,14,23203,10270,258,dps,1.0
2939,DG3,Alliance,Druid,2,6,14,84957,6825,299,dps,0.0
2940,DG3,Alliance,Death Knight,4,6,20,93363,20512,313,dps,0.0
2941,DG3,Alliance,Mage,0,5,23,53853,1229,323,dps,0.0
2942,DG3,Alliance,Mage,4,2,32,135000,17703,351,dps,0.0
2943,DG3,Horde,Monk,2,3,38,68113,30423,550,dps,1.0
2944,DG3,Alliance,Death Knight,3,3,23,65827,27404,330,dps,0.0
2945,DG3,Horde,Paladin,0,4,40,125000,39998,404,dps,1.0
2946,DG3,Horde,Mage,8,1,41,155000,17595,404,dps,1.0
2947,DG3,Alliance,Druid,1,2,30,111000,28565,333,dps,0.0
2948,DG3,Horde,Druid,0,0,36,3192,170000,396,heal,1.0
2949,DG3,Horde,Mage,1,3,35,42831,16161,395,dps,1.0
2950,DG3,Alliance,Mage,9,1,31,134000,10375,338,dps,0.0
2951,DG3,Alliance,Druid,0,2,30,2714,185000,338,heal,0.0
2952,DG3,Horde,Warrior,5,5,26,76800,15195,380,dps,1.0
2953,DG3,Horde,Paladin,5,3,38,149000,50323,397,dps,1.0
2954,DG3,Horde,Druid,0,2,41,2359,325000,400,heal,1.0
2955,ES8,Alliance,Priest,0,1,12,9355,40727,316,heal,0.0
2956,ES8,Alliance,Paladin,2,4,22,50832,8713,420,dps,0.0
2957,ES8,Alliance,Demon Hunter,3,4,26,138000,9792,424,dps,0.0
2958,ES8,Horde,Warrior,0,3,41,80202,48995,465,dps,1.0
2959,ES8,Horde,Mage,3,0,42,188000,9493,466,dps,1.0
2960,ES8,Alliance,Monk,0,0,13,1063,160000,347,heal,0.0
2961,ES8,Alliance,Priest,2,4,15,5551,137000,383,heal,0.0
2962,ES8,Horde,Paladin,1,1,44,6011,185000,470,heal,1.0
2963,ES8,Alliance,Druid,2,6,23,108000,3039,412,dps,0.0
2964,ES8,Horde,Druid,0,5,30,43864,7315,453,dps,1.0
2965,ES8,Horde,Warrior,7,3,36,112000,25158,459,dps,1.0
2966,ES8,Horde,Shaman,0,3,41,23211,142000,621,heal,1.0
2967,ES8,Horde,Monk,2,1,42,129000,46042,465,dps,1.0
2968,ES8,Horde,Warrior,2,6,37,53393,12905,459,dps,1.0
2969,ES8,Horde,Rogue,1,2,40,63907,13285,615,dps,1.0
2970,ES8,Alliance,Druid,0,3,24,94980,56758,411,dps,0.0
2971,ES8,Alliance,Mage,3,2,25,224000,22373,413,dps,0.0
2972,ES8,Alliance,Monk,2,6,23,61271,30811,412,dps,0.0
2973,ES8,Alliance,Paladin,0,4,23,10883,194000,408,heal,0.0
2974,ES8,Alliance,Monk,0,1,9,16071,10070,380,dps,0.0
2975,ES8,Alliance,Priest,0,1,28,962,186000,422,heal,0.0
2976,ES8,Horde,Rogue,7,4,39,69127,7712,466,dps,1.0
2977,ES8,Alliance,Priest,5,3,26,99575,23554,416,dps,0.0
2978,ES8,Horde,Druid,7,1,42,95022,39650,469,dps,1.0
2979,ES8,Horde,Mage,8,0,43,227000,14281,466,dps,1.0
2980,ES8,Alliance,Hunter,8,2,27,85223,1140,434,dps,0.0
2981,ES8,Alliance,Paladin,0,3,24,5058,146000,411,heal,0.0
2982,ES8,Horde,Druid,0,0,45,433,304000,468,heal,1.0
2983,ES8,Horde,Demon Hunter,4,2,35,81648,9546,463,dps,1.0
2984,ES8,Horde,Death Knight,1,1,38,86780,15694,465,dps,1.0
2985,ES9,Alliance,Shaman,0,3,25,8382,63387,460,heal,0.0
2986,ES9,Alliance,Demon Hunter,2,6,26,45233,14510,464,dps,0.0
2987,ES9,Alliance,Shaman,2,10,21,66603,23836,449,dps,0.0
2988,ES9,Horde,Priest,2,3,70,27087,130000,645,heal,1.0
2989,ES9,Alliance,Warrior,0,9,31,30814,19313,466,dps,0.0
2990,ES9,Alliance,Priest,4,5,25,59249,27552,458,dps,0.0
2991,ES9,Alliance,Hunter,0,4,17,23065,11465,435,dps,0.0
2992,ES9,Alliance,Druid,3,3,34,79261,18919,480,dps,0.0
2993,ES9,Horde,Rogue,1,2,66,36043,6627,634,dps,1.0
2994,ES9,Alliance,Paladin,1,9,24,50849,20390,448,dps,0.0
2995,ES9,Horde,Priest,5,1,65,45180,124000,491,heal,1.0
2996,ES9,Horde,Priest,17,0,71,97789,23242,650,dps,1.0
2997,ES9,Alliance,Warlock,2,6,29,76313,38347,463,dps,0.0
2998,ES9,Alliance,Demon Hunter,6,2,33,83263,16703,480,dps,0.0
2999,ES9,Horde,Shaman,2,4,60,25150,109000,638,heal,1.0
3000,ES9,Horde,Hunter,5,3,61,47007,4222,624,dps,1.0
3001,ES9,Horde,Warlock,9,4,53,117000,48282,632,dps,1.0
3002,ES9,Horde,Rogue,2,4,52,54620,14834,465,dps,1.0
3003,ES9,Alliance,Warrior,3,6,28,60962,15962,463,dps,0.0
3004,ES9,Horde,Mage,13,0,76,63305,5593,646,dps,1.0
3005,ES9,Alliance,Shaman,0,8,27,0,79920,464,heal,0.0
3006,ES9,Alliance,Paladin,4,4,28,107000,26645,473,dps,0.0
3007,ES9,Horde,Priest,1,2,73,12763,80446,487,heal,1.0
3008,ES9,Horde,Death Knight,2,3,51,61486,19281,462,dps,1.0
3009,ES9,Horde,Paladin,12,4,54,87713,34271,607,dps,1.0
3010,ES9,Horde,Demon Hunter,5,3,64,82171,11230,620,dps,1.0
3011,ES9,Horde,Rogue,3,2,54,40159,13474,625,dps,1.0
3012,ES9,Alliance,Hunter,5,6,26,64653,14764,463,dps,0.0
3013,ES9,Alliance,Demon Hunter,4,3,21,44947,2643,399,dps,0.0
3014,ES9,Horde,Warrior,5,4,54,69011,16652,478,dps,1.0
3015,ES10,Alliance,Shaman,2,3,13,18617,10443,315,dps,0.0
3016,ES10,Horde,Druid,0,2,32,1146,1687,511,heal,1.0
3017,ES10,Alliance,Demon Hunter,4,5,18,95768,14535,338,dps,0.0
3018,ES10,Alliance,Warrior,3,6,18,64353,13098,337,dps,0.0
3019,ES10,Horde,Hunter,2,3,35,66666,11708,672,dps,1.0
3020,ES10,Horde,Death Knight,5,2,36,59321,11405,676,dps,1.0
3021,ES10,Alliance,Druid,4,3,17,52229,2794,329,dps,0.0
3022,ES10,Horde,Paladin,2,1,42,18828,4041,680,dps,1.0
3023,ES10,Horde,Warrior,8,2,34,77016,16975,513,dps,1.0
3024,ES10,Alliance,Warlock,3,2,16,38533,11527,332,dps,0.0
3025,ES10,Horde,Shaman,1,2,32,9816,87543,670,heal,1.0
3026,ES10,Horde,Druid,0,2,37,11217,130000,675,heal,1.0
3027,ES10,Horde,Monk,1,4,29,24588,20117,670,dps,1.0
3028,ES10,Alliance,Rogue,3,1,20,62068,11835,339,dps,0.0
3029,ES10,Alliance,Warrior,0,11,9,30534,9282,307,dps,0.0
3030,ES10,Alliance,Hunter,0,1,1,10231,1544,145,dps,0.0
3031,ES10,Horde,Demon Hunter,6,2,44,58118,2840,671,dps,1.0
3032,ES10,Alliance,Paladin,1,3,14,92768,25234,321,dps,0.0
3033,ES10,Horde,Paladin,0,2,27,2219,54562,508,heal,1.0
3034,ES10,Alliance,Druid,5,3,19,29420,13115,350,dps,0.0
3035,ES10,Horde,Monk,4,3,31,60937,34725,519,dps,1.0
3036,ES10,Alliance,Shaman,0,5,13,1359,63234,322,heal,0.0
3037,ES10,Horde,Paladin,5,3,37,52120,22092,665,dps,1.0
3038,ES10,Horde,Mage,5,0,44,80580,7330,688,dps,1.0
3039,ES10,Alliance,Druid,0,1,11,16675,4795,318,dps,0.0
3040,ES10,Horde,Shaman,4,1,46,25377,9015,679,dps,1.0
3041,ES10,Horde,Warlock,7,1,36,110000,35275,670,dps,1.0
3042,ES10,Alliance,Rogue,1,6,13,38795,12603,322,dps,0.0
3043,ES10,Alliance,Rogue,3,3,15,33474,10036,190,dps,0.0
3044,ES10,Alliance,Priest,0,3,21,13184,155000,345,heal,0.0
3045,ES11,Horde,Warlock,5,0,46,31604,10939,657,dps,1.0
3046,ES11,Alliance,Druid,2,8,17,36320,11188,275,dps,0.0
3047,ES11,Horde,Paladin,4,2,46,58400,27829,515,dps,1.0
3048,ES11,Horde,Hunter,3,7,37,26175,7928,490,dps,1.0
3049,ES11,Alliance,Hunter,1,1,6,29278,3931,170,dps,0.0
3050,ES11,Horde,Monk,0,1,60,74,133000,662,heal,1.0
3051,ES11,Alliance,Monk,0,3,24,4504,150000,292,heal,0.0
3052,ES11,Alliance,Demon Hunter,0,6,21,34807,6321,279,dps,0.0
3053,ES11,Horde,Demon Hunter,2,4,57,54784,18487,511,dps,1.0
3054,ES11,Horde,Priest,7,3,51,97631,29796,660,dps,1.0
3055,ES11,Alliance,Rogue,2,0,23,23656,11028,291,dps,0.0
3056,ES11,Horde,Mage,3,2,55,77421,23633,506,dps,1.0
3057,ES11,Alliance,Druid,3,6,24,61061,4465,291,dps,0.0
3058,ES11,Horde,Shaman,2,2,62,9468,97041,687,heal,1.0
3059,ES11,Alliance,Rogue,2,6,18,59202,4178,278,dps,0.0
3060,ES11,Horde,Druid,2,2,49,42140,25053,461,dps,1.0
3061,ES11,Horde,Priest,2,1,58,20859,162000,673,heal,1.0
3062,ES11,Alliance,Death Knight,2,6,17,38045,86757,256,dps,0.0
3063,ES11,Horde,Demon Hunter,4,3,58,60963,8505,521,dps,1.0
3064,ES11,Horde,Death Knight,7,2,57,63330,25606,527,dps,1.0
3065,ES11,Alliance,Shaman,6,5,24,79813,11975,288,dps,0.0
3066,ES11,Alliance,Demon Hunter,0,3,24,53385,9603,284,dps,0.0
3067,ES11,Alliance,Shaman,4,5,21,54133,16587,287,dps,0.0
3068,ES11,Alliance,Death Knight,3,6,17,60940,23735,271,dps,0.0
3069,ES11,Alliance,Shaman,3,4,26,111000,7504,304,dps,0.0
3070,ES11,Horde,Priest,20,1,65,110000,259095,528,heal,1.0
3071,ES11,Alliance,Mage,0,8,17,32773,6079,275,dps,0.0
3072,ES11,Alliance,Mage,1,3,25,64138,12328,289,dps,0.0
3073,ES11,Horde,Warlock,3,2,34,41211,23723,498,dps,1.0
3074,ES11,Horde,Warlock,7,3,51,99156,48362,506,dps,1.0
3075,ES12,Alliance,Monk,0,4,61,2022,212000,987,heal,1.0
3076,ES12,Horde,Mage,5,6,26,73649,24276,324,dps,0.0
3077,ES12,Horde,Priest,2,3,22,46930,16874,235,dps,0.0
3078,ES12,Alliance,Hunter,4,0,38,37528,2338,534,dps,1.0
3079,ES12,Alliance,Shaman,2,3,65,42002,9194,762,dps,1.0
